Produto;Preáo;Pgto.;Nß Parcelas;Parcelamento;Data;Cliente;E-mail;DDD;Estado;Regi∆o;Telefone
Produto B;R$ 1.000;Boleto Banc†rio;1;∑ vista;30/05/2019;V°ctor Martins;victor@gmail.com;14;S∆o Paulo;Sudeste;998000000
Produto B;R$ 1.000;Cart∆o de Credito;2;Parcelado;30/05/2019;Vin°cius Martins;vinicius@hotmail.com;11;S∆o Paulo;Sudeste;952900000
Produto A;R$ 500;Cart∆o de Credito;3;Parcelado;30/05/2019;Bibiana Martins;bibiana@yahoo.co.uk;11;S∆o Paulo;Sudeste;973000000
Produto B;R$ 1.000;Cart∆o de Credito;6;Parcelado;30/05/2019;Erik Martins;erik@hotmail.com;11;S∆o Paulo;Sudeste;973200000
Produto C;R$ 2.000;Cart∆o de Credito;8;Parcelado;30/05/2019;Luanna Martins;luanna@hotmail.com;11;S∆o Paulo;Sudeste;999700000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;30/05/2019;Eliene Martins;eliene@gmail.com;92;Amazonas;Norte;991700000
Produto B;R$ 1.000;Cart∆o de Credito;10;Parcelado;31/05/2019;Zaele Martins;zaele@gmail.com;34;Minas Gerais;Sudeste;991900000
Produto B;R$ 1.000;Boleto Banc†rio;1;∑ vista;31/05/2019;Catharina Martins;catharina@gmail.com;21;Rio de Janeiro;Sudeste;995300000
Produto B;R$ 1.000;Cart∆o de Credito;1;∑ vista;31/05/2019;Andrine Martins;andrine@hotmail.com;33;Minas Gerais;Sudeste;988000000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;31/05/2019;Brendon Martins;brendon@hotmail.com;32;Minas Gerais;Sudeste;991800000
Produto A;R$ 500;Boleto Banc†rio;1;∑ vista;31/05/2019;Paulina Martins;paulina@gmail.com;16;S∆o Paulo;Sudeste;992200000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;31/05/2019;Francielle Martins;francielle@yahoo.com.br;61;Distrito Federal;Centro-Oeste;981400000
Produto B;R$ 1.000;Cart∆o de Credito;3;Parcelado;01/06/2019;Tommaso Martins;tommaso@gmail.com;19;S∆o Paulo;Sudeste;983700000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;01/06/2019;Dayanne Martins;dayanne@gmail.com;24;Rio de Janeiro;Sudeste;999500000
Produto C;R$ 2.000;Cart∆o de Credito;5;Parcelado;01/06/2019;Theilor Martins;theilor@gmail.com;54;Rio Grande do Sul;Sul;991400000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;01/06/2019;Thaylison Martins;thaylison@gmail.com;16;S∆o Paulo;Sudeste;993700000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;01/06/2019;Philip Martins;philip@gmail.com;22;Rio de Janeiro;Sudeste;988400000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;01/06/2019;Kayro Martins;kayro@hotmail.com;84;Rio Grande do Norte;Nordeste;999600000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;01/06/2019;Rebert Martins;rebert@outlook.com;99;Maranh∆o;Nordeste;991200000
Produto A;R$ 500;Boleto Banc†rio;1;∑ vista;01/06/2019;Jefferson Martins;jefferson@gmail.com;31;Minas Gerais;Sudeste;985900000
Produto C;R$ 2.000;Cart∆o de Credito;1;∑ vista;02/06/2019;Angelica Martins;angelica@yahoo.com.br;11;S∆o Paulo;Sudeste;994100000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;02/06/2019;Sayonara Martins;sayonara@gmail.com;11;S∆o Paulo;Sudeste;985500000
Produto A;R$ 500;Cart∆o de Credito;4;Parcelado;02/06/2019;Klycia Martins;klycia@gmail.com;61;Distrito Federal;Centro-Oeste;996300000
Produto B;R$ 1.000;Boleto Banc†rio;1;∑ vista;02/06/2019;erica Martins;erica@gmail.com;64;Goi†s;Centro-Oeste;984400000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;02/06/2019;Mateus Martins;mateus@hotmail.com.br;11;S∆o Paulo;Sudeste;981000000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;02/06/2019;Elsaday Martins;elsaday@gmail.com;94;Par†;Norte;991100000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;02/06/2019;Saulo Martins;saulo@yahoo.com.br;48;Santa Catarina;Sul;999100000
Produto B;R$ 1.000;Cart∆o de Credito;3;Parcelado;02/06/2019;Weid Martins;weid@outlook.com;18;S∆o Paulo;Sudeste;996800000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;02/06/2019;Milene Martins;milene@outlook.com;11;S∆o Paulo;Sudeste;952000000
Produto C;R$ 2.000;Cart∆o de Credito;1;∑ vista;03/06/2019;Silene Martins;silene@hotmail.com;11;S∆o Paulo;Sudeste;999100000
Produto A;R$ 500;Boleto Banc†rio;1;∑ vista;03/06/2019;Rayana Martins;rayana@gmail.com;19;S∆o Paulo;Sudeste;996800000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;03/06/2019;Nat†lia Martins;natalia@gmail.com;21;Rio de Janeiro;Sudeste;999000000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;03/06/2019;Gislane Martins;gislane@gmail.com;31;Minas Gerais;Sudeste;985600000
Produto B;R$ 1.000;Boleto Banc†rio;1;∑ vista;03/06/2019;Iago Martins;iago@gmail.com;21;Rio de Janeiro;Sudeste;966900000
Produto A;R$ 500;Cart∆o de Credito;10;Parcelado;03/06/2019;Eliendson Martins;eliendson@gmail.com;62;Goi†s;Centro-Oeste;981100000
Produto C;R$ 2.000;Boleto Banc†rio;1;∑ vista;03/06/2019;Deiglison Martins;deiglison@outlook.com.br;99;Maranh∆o;Nordeste;992100000
Produto C;R$ 2.000;Cart∆o de Credito;11;Parcelado;03/06/2019;Inàz Martins;inez@hotmail.com;61;Distrito Federal;Centro-Oeste;982600000
Produto A;R$ 500;Boleto Banc†rio;1;∑ vista;04/06/2019;Mozart Martins;mozart@outlook.com;47;Santa Catarina;Sul;992800000
Produto A;R$ 500;Boleto Banc†rio;1;∑ vista;04/06/2019;Seunghag Martins;seunghag@gmail.com;11;S∆o Paulo;Sudeste;996900000
Produto A;R$ 500;Boleto Banc†rio;1;∑ vista;04/06/2019;M£cio Martins;m£cio@gmail.com;38;Minas Gerais;Sudeste;998000000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;04/06/2019;Vit¢ria Martins;vitoria@gmail.com;48;Santa Catarina;Sul;996500000
Produto A;R$ 500;Cart∆o de Credito;4;Parcelado;05/06/2019;Dayanna Martins;dayanna@gmail.com;21;Rio de Janeiro;Sudeste;991100000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;05/06/2019;Suzane Martins;suzane@hotmail.com;81;Pernambuco;Nordeste;995600000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;05/06/2019;Eliel Martins;eliel@gmail.com;21;Rio de Janeiro;Sudeste;997700000
Produto A;R$ 500;Cart∆o de Credito;4;Parcelado;05/06/2019;Veronica Martins;veronica@gmail.com;13;S∆o Paulo;Sudeste;997000000
Produto A;R$ 500;Boleto Banc†rio;12;Parcelado;05/06/2019;Claudio Martins;claudio@gmail.com;11;S∆o Paulo;Sudeste;999400000
Produto B;R$ 1.000;Boleto Banc†rio;12;Parcelado;05/06/2019;Margareth Martins;margareth@gmail.com;21;Rio de Janeiro;Sudeste;994700000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;06/06/2019;Hercules Martins;hercules@hotmail.com;32;Minas Gerais;Sudeste;991400000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;06/06/2019;Valmir Martins;valmir@gmail.com;11;S∆o Paulo;Sudeste;947300000
Produto B;R$ 1.000;Cart∆o de Credito;1;∑ vista;06/06/2019;Alan Martins;alan@hotmail.com;47;Santa Catarina;Sul;999400000
Produto A;R$ 500;Cart∆o de Credito;10;Parcelado;06/06/2019;Dalane Martins;dalane@gmail.com;11;S∆o Paulo;Sudeste;966900000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;07/06/2019;Matheus Martins;matheus@gmail.com;49;Santa Catarina;Sul;999400000
Produto B;R$ 1.000;Cart∆o de Credito;1;∑ vista;07/06/2019;Pietro Martins;pietro@gmail.com;11;S∆o Paulo;Sudeste;989500000
Produto A;R$ 500;Boleto Banc†rio;1;∑ vista;07/06/2019;C†ssio Martins;cassio@gmail.com;11;S∆o Paulo;Sudeste;987900000
Produto B;R$ 1.000;Cart∆o de Credito;1;∑ vista;07/06/2019;Andrigo Martins;andrigo@gmail.com;31;Minas Gerais;Sudeste;992600000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;07/06/2019;Nairim Martins;nairim@gmail.com;21;Rio de Janeiro;Sudeste;967800000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;08/06/2019;Alaor Martins;alaor@gmail.com;34;Minas Gerais;Sudeste;984100000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;08/06/2019;Aminadaby Martins;aminadaby@gmail.com;15;S∆o Paulo;Sudeste;991100000
Produto B;R$ 1.000;Cart∆o de Credito;6;Parcelado;08/06/2019;Shoji Martins;shoji@uol.com.br;44;Paran†;Sul;991700000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;08/06/2019;Thereza Martins;thereza@gmail.com;63;Tocantins;Norte;981500000
Produto A;R$ 500;Boleto Banc†rio;1;∑ vista;08/06/2019;Marcel Martins;marcel@gmail.com;11;S∆o Paulo;Sudeste;964200000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;09/06/2019;Rìmulo Martins;romulo@yahoo.com.br;37;Minas Gerais;Sudeste;999400000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;09/06/2019;Hozana Martins;hozana@gmail.com;21;Rio de Janeiro;Sudeste;969800000
Produto A;R$ 500;Boleto Banc†rio;1;∑ vista;09/06/2019;Elena Martins;elena@yahoo.com.br;31;Minas Gerais;Sudeste;991800000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;09/06/2019;Naiara Martins;naiara@gmail.com;71;Bahia;Nordeste;986300000
Produto A;R$ 500;Cart∆o de Credito;6;Parcelado;10/06/2019;Romildo Martins;romildo@outlook.com;75;Bahia;Nordeste;988000000
Produto B;R$ 1.000;Cart∆o de Credito;4;Parcelado;10/06/2019;Agatha Martins;agatha@gmail.com;21;Rio de Janeiro;Sudeste;964900000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;10/06/2019;Andreany Martins;andreany@hotmail.com;11;S∆o Paulo;Sudeste;960900000
Produto A;R$ 500;Cart∆o de Credito;6;Parcelado;10/06/2019;Eloir Martins;eloir@hotmail.com;66;Mato Grosso;Centro-Oeste;992300000
Produto A;R$ 500;Cart∆o de Credito;3;Parcelado;10/06/2019;Ully Martins;ully@gmail.com;11;S∆o Paulo;Sudeste;976200000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;10/06/2019;Mariele Martins;mariele@gmail.com;35;Minas Gerais;Sudeste;988300000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;10/06/2019;Luiz Martins;luiz@gmail.com;31;Minas Gerais;Sudeste;987600000
Produto A;R$ 500;Boleto Banc†rio;1;∑ vista;11/06/2019;Marcela Martins;marcela@gmail.com;11;S∆o Paulo;Sudeste;982600000
Produto B;R$ 1.000;Boleto Banc†rio;1;∑ vista;11/06/2019;Arthur Martins;arthur@hotmail.com;31;Minas Gerais;Sudeste;997500000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;11/06/2019;Divino Martins;divino@gmail.com;62;Goi†s;Centro-Oeste;997200000
Produto B;R$ 1.000;Boleto Banc†rio;1;∑ vista;11/06/2019;Thalles Martins;thalles@gmail.com;35;Minas Gerais;Sudeste;984100000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;11/06/2019;Roana Martins;roana@hotmail.com;41;Paran†;Sul;996900000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;11/06/2019;Jorlane Martins;jorlane@hotmail.com;91;Par†;Norte;985000000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;11/06/2019;Jose Martins;jose@GMAIL.COM;11;S∆o Paulo;Sudeste;995200000
Produto C;R$ 2.000;Cart∆o de Credito;1;∑ vista;11/06/2019;Elson Martins;elson@gmail.com;69;Rondìnia;Norte;992800000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;11/06/2019;Cristiano Martins;cristiano@hotmail.com;71;Bahia;Nordeste;982300000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;12/06/2019;Leanderson Martins;leanderson@gmail.com;21;Rio de Janeiro;Sudeste;966300000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;12/06/2019;Claiton Martins;claiton@yahoo.com.br;15;S∆o Paulo;Sudeste;988000000
Produto A;R$ 500;Cart∆o de Credito;4;Parcelado;12/06/2019;Lauricelia Martins;lauricelia@gmail.com;65;Mato Grosso;Centro-Oeste;993200000
Produto A;R$ 500;Cart∆o de Credito;4;Parcelado;13/06/2019;Naianny Martins;naianny@gmail.com;94;Par†;Norte;996600000
Produto B;R$ 1.000;Cart∆o de Credito;6;Parcelado;13/06/2019;Ala° Martins;alai@gmail.com;92;Amazonas;Norte;988200000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;13/06/2019;Natalicia Martins;natalicia@gmail.com;82;Alagoas;Nordeste;987100000
Produto A;R$ 500;Cart∆o de Credito;2;Parcelado;13/06/2019;Hellen Martins;hellen@hotmail.com;73;Bahia;Nordeste;988000000
Produto A;R$ 500;Boleto Banc†rio;1;∑ vista;14/06/2019;Romulo Martins;romulo@gmail.com;31;Minas Gerais;Sudeste;999900000
Produto B;R$ 1.000;Cart∆o de Credito;8;Parcelado;14/06/2019;Raul Martins;raul@yahoo.com.br;54;Rio Grande do Sul;Sul;996700000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;14/06/2019;Gilci Martins;gilci@gmail.com;41;Paran†;Sul;995000000
Produto A;R$ 500;Cart∆o de Credito;5;Parcelado;14/06/2019;Isaac Martins;isaac@hotmail.com;84;Rio Grande do Norte;Nordeste;988100000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;14/06/2019;Helcio Martins;helcio@hotmail.com;31;Minas Gerais;Sudeste;988800000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;14/06/2019;Hygor Martins;hygor@gmail.com;44;Paran†;Sul;999600000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;14/06/2019;Clenilton Martins;clenilton@hotmail.com;27;Esp°rito Santo;Sudeste;992200000
Produto B;R$ 1.000;Cart∆o de Credito;6;Parcelado;15/06/2019;Giulianna Martins;giulianna@gmail.com;19;S∆o Paulo;Sudeste;971300000
Produto B;R$ 1.000;Cart∆o de Credito;8;Parcelado;15/06/2019;Marden Martins;marden@gmail.com;34;Minas Gerais;Sudeste;988500000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;15/06/2019;Silvio Martins;silvio@gmail.com;42;Paran†;Sul;999800000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;15/06/2019;Neylon Martins;neylon@yahoo.com.br;31;Minas Gerais;Sudeste;993600000
Produto B;R$ 1.000;Boleto Banc†rio;1;∑ vista;15/06/2019;Rosanira Martins;rosanira@gmail.com;13;S∆o Paulo;Sudeste;974000000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;15/06/2019;Adriele Martins;adriele@hotmail.com;71;Bahia;Nordeste;991000000
Produto A;R$ 500;Cart∆o de Credito;10;Parcelado;15/06/2019;Tha°ssa Martins;thaissa@gmail.com;34;Minas Gerais;Sudeste;999700000
Produto B;R$ 1.000;Boleto Banc†rio;12;Parcelado;15/06/2019;Celiane Martins;celiane@hotmail.com;11;S∆o Paulo;Sudeste;996700000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;15/06/2019;Marlon Martins;marlon@hotmail.com;47;Santa Catarina;Sul;988200000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;15/06/2019;Tiago Martins;tiago@gmail.com;11;S∆o Paulo;Sudeste;995000000
Produto C;R$ 2.000;Cart∆o de Credito;10;Parcelado;16/06/2019;Josenaldo Martins;josenaldo@gmail.com;82;Alagoas;Nordeste;996600000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;16/06/2019;Wislan Martins;wislan@gmail.com;98;Maranh∆o;Nordeste;984600000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;16/06/2019;Bhruno Martins;bhruno@gmail.com;21;Rio de Janeiro;Sudeste;996300000
Produto B;R$ 1.000;Cart∆o de Credito;1;∑ vista;16/06/2019;Efraim Martins;efraim@hotmail.com;71;Bahia;Nordeste;981100000
Produto A;R$ 500;Boleto Banc†rio;1;∑ vista;16/06/2019;Bernadete Martins;bernadete@gmail.com;21;Rio de Janeiro;Sudeste;998100000
Produto A;R$ 500;Cart∆o de Credito;5;Parcelado;16/06/2019;Helbert Martins;helbert@hotmail.com;31;Minas Gerais;Sudeste;988600000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;16/06/2019;Cileia Martins;cileia@gmail.com;12;S∆o Paulo;Sudeste;981400000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;16/06/2019;Rayanne Martins;rayanne@hotmail.com;15;S∆o Paulo;Sudeste;991100000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;17/06/2019;Cristiane Martins;cristiane@hotmail.com;11;S∆o Paulo;Sudeste;968200000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;17/06/2019;Philippe Martins;philippe@gmail.com;27;Esp°rito Santo;Sudeste;998800000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;17/06/2019;Jhonatan Martins;jhonatan@gmail.com;19;S∆o Paulo;Sudeste;997300000
Produto B;R$ 1.000;Cart∆o de Credito;6;Parcelado;17/06/2019;Izabela Martins;izabela@gmail.com;71;Bahia;Nordeste;963000000
Produto B;R$ 1.000;Cart∆o de Credito;8;Parcelado;17/06/2019;Gabrielly Martins;gabrielly@gmail.com;35;Minas Gerais;Sudeste;998600000
Produto A;R$ 500;Boleto Banc†rio;1;∑ vista;17/06/2019;Mozart Martins;mozart@outlook.com;47;Santa Catarina;Sul;992800000
Produto A;R$ 500;Boleto Banc†rio;1;∑ vista;17/06/2019;Sarah Martins;sarah@hotmail.com;73;Bahia;Nordeste;999300000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;17/06/2019;Pamella Martins;pamella@gmail.com;21;Rio de Janeiro;Sudeste;982900000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;18/06/2019;Rooveltmar Martins;rooveltmar@hotmail.com;85;Cear†;Nordeste;985100000
Produto B;R$ 1.000;Cart∆o de Credito;2;Parcelado;18/06/2019;F†bio Martins;fabio@yahoo.com.br;94;Par†;Norte;988100000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;18/06/2019;Igor Martins;igor@hotmail.com;91;Par†;Norte;993900000
Produto C;R$ 2.000;Cart∆o de Credito;10;Parcelado;18/06/2019;J£nia Martins;j£nia@hotmail.com;31;Minas Gerais;Sudeste;999000000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;18/06/2019;Augusto Martins;augusto@hotmail.com;81;Pernambuco;Nordeste;999300000
Produto A;R$ 500;Cart∆o de Credito;10;Parcelado;18/06/2019;Roosevelt Martins;roosevelt@hotmail.com;11;S∆o Paulo;Sudeste;963000000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;18/06/2019;C°nthia Martins;cinthia@hotmail.com;21;Rio de Janeiro;Sudeste;996500000
Produto A;R$ 500;Cart∆o de Credito;8;Parcelado;18/06/2019;Annita Martins;annita@gmail.com;21;Rio de Janeiro;Sudeste;993500000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;19/06/2019;Bruno Martins;bruno@globo.com;21;Rio de Janeiro;Sudeste;987000000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;19/06/2019;Lucia Martins;lucia@gmail.com;48;Santa Catarina;Sul;999000000
Produto C;R$ 2.000;Cart∆o de Credito;1;∑ vista;19/06/2019;Juscelino Martins;juscelino@hotmail.com;98;Maranh∆o;Nordeste;992400000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;19/06/2019;Rhuan Martins;rhuan@gmail.com;21;Rio de Janeiro;Sudeste;995600000
Produto B;R$ 1.000;Cart∆o de Credito;6;Parcelado;20/06/2019;Siani Martins;siani@hotmail.com;61;Distrito Federal;Centro-Oeste;983300000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;20/06/2019;Marcel Martins;marcel@gmail.com;16;S∆o Paulo;Sudeste;982500000
Produto A;R$ 500;Cart∆o de Credito;3;Parcelado;21/06/2019;Fabr°cia Martins;fabricia@yahoo.com.br;31;Minas Gerais;Sudeste;999000000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;21/06/2019;Marcelly Martins;marcelly@hotmail.com;61;Distrito Federal;Centro-Oeste;991100000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;21/06/2019;Lino Martins;lino@gmail.com;62;Goi†s;Centro-Oeste;981800000
Produto B;R$ 1.000;Cart∆o de Credito;10;Parcelado;21/06/2019;Daniele Martins;daniele@outlook.com;71;Bahia;Nordeste;991400000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;21/06/2019;Samuel Martins;samuel@gmail.com;91;Par†;Norte;991800000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;21/06/2019;Wausthen Martins;wausthen@gmail.com;11;S∆o Paulo;Sudeste;989700000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;21/06/2019;Tanara Martins;tanara@gmail.com;21;Rio de Janeiro;Sudeste;987900000
Produto A;R$ 500;Cart∆o de Credito;5;Parcelado;21/06/2019;Claudete Martins;claudete@gmail.com;11;S∆o Paulo;Sudeste;991500000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;21/06/2019;Ignàs Martins;ignes@gmail.com;81;Pernambuco;Nordeste;991400000
Produto B;R$ 1.000;Cart∆o de Credito;3;Parcelado;21/06/2019;Pietra Martins;pietra@gmail.com;11;S∆o Paulo;Sudeste;944700000
Produto C;R$ 2.000;Cart∆o de Credito;4;Parcelado;22/06/2019;Ederson Martins;ederson@gmail.com;48;Santa Catarina;Sul;991100000
Produto B;R$ 1.000;Boleto Banc†rio;1;∑ vista;22/06/2019;Vanusa Martins;vanusa@gmail.com;11;S∆o Paulo;Sudeste;980300000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;22/06/2019;Vagner Martins;vagner@uol.com.br;13;S∆o Paulo;Sudeste;997200000
Produto A;R$ 500;Cart∆o de Credito;7;Parcelado;22/06/2019;Heneida Martins;heneida@gmail.com;61;Distrito Federal;Centro-Oeste;999800000
Produto A;R$ 500;Boleto Banc†rio;1;∑ vista;22/06/2019;Gilson Martins;gilson@yahoo.com.br;75;Bahia;Nordeste;981100000
Produto B;R$ 1.000;Cart∆o de Credito;4;Parcelado;22/06/2019;T£lio Martins;t£lio@outlook.com;86;Piau°;Nordeste;953400000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;22/06/2019;Silviane Martins;silviane@hotmail.com;91;Par†;Norte;982200000
Produto B;R$ 1.000;Cart∆o de Credito;1;∑ vista;22/06/2019;Meily Martins;meily@gmail.com;11;S∆o Paulo;Sudeste;996700000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;22/06/2019;Darcio Martins;darcio@yahoo.com.br;11;S∆o Paulo;Sudeste;986600000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;22/06/2019;Marili Martins;marili@outlook.com;37;Minas Gerais;Sudeste;999300000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;22/06/2019;Jo∆ Martins;joa@hotmail.com;71;Bahia;Nordeste;993400000
Produto B;R$ 1.000;Cart∆o de Credito;3;Parcelado;22/06/2019;Mari† Martins;maria@gmail.com;21;Rio de Janeiro;Sudeste;975800000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;23/06/2019;Marcel Martins;marcel@gmail.com;16;S∆o Paulo;Sudeste;982500000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;23/06/2019;Malanne Martins;malanne@gmail.com;21;Rio de Janeiro;Sudeste;999000000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;23/06/2019;Rodrigo Martins;rodrigo@outlook.com;11;S∆o Paulo;Sudeste;991300000
Produto C;R$ 2.000;Boleto Banc†rio;1;∑ vista;23/06/2019;Vladimir Martins;vladimir@hotmail.com;41;Paran†;Sul;991600000
Produto C;R$ 2.000;Boleto Banc†rio;1;∑ vista;23/06/2019;Alipio Martins;alipio@uol.com.br;11;S∆o Paulo;Sudeste;992000000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;23/06/2019;PÉmella Martins;pamella@gmail.com;19;S∆o Paulo;Sudeste;981200000
Produto A;R$ 500;Boleto Banc†rio;1;∑ vista;23/06/2019;Rian Martins;rian@yahoo.com.br;31;Minas Gerais;Sudeste;982400000
Produto B;R$ 1.000;Boleto Banc†rio;1;∑ vista;23/06/2019;Polline Martins;polline@gmail.com;21;Rio de Janeiro;Sudeste;966900000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;24/06/2019;Silvania Martins;silvania@hotmail.com;38;Minas Gerais;Sudeste;999200000
Produto C;R$ 2.000;Boleto Banc†rio;1;∑ vista;24/06/2019;Iris Martins;iris@gmail.com;11;S∆o Paulo;Sudeste;961200000
Produto A;R$ 500;Cart∆o de Credito;2;Parcelado;24/06/2019;Wallison Martins;wallison@gmail.com;11;S∆o Paulo;Sudeste;971000000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;24/06/2019;Alan Martins;alan@gmail.com;11;S∆o Paulo;Sudeste;986300000
Produto C;R$ 2.000;Boleto Banc†rio;1;∑ vista;25/06/2019;Aryanna Martins;aryanna@yahoo.com.br;21;Rio de Janeiro;Sudeste;982700000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;25/06/2019;Wilyan Martins;wilyan@live.com;22;Rio de Janeiro;Sudeste;996000000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;25/06/2019;µtila Martins;atila@gmail.com;21;Rio de Janeiro;Sudeste;968200000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;25/06/2019;Taisa Martins;taisa@live.com;12;S∆o Paulo;Sudeste;997000000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;25/06/2019;Helton Martins;helton@gmail.com;71;Bahia;Nordeste;993400000
Produto B;R$ 1.000;Boleto Banc†rio;1;∑ vista;25/06/2019;Jhonwadson Martins;jhonwadson@hotmail.com;84;Rio Grande do Norte;Nordeste;988900000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;25/06/2019;Robin Martins;robin@gmail.com;21;Rio de Janeiro;Sudeste;976200000
Produto A;R$ 500;Cart∆o de Credito;6;Parcelado;25/06/2019;Homero Martins;homero@gmail.com;83;Para°ba;Nordeste;988900000
Produto B;R$ 1.000;Cart∆o de Credito;6;Parcelado;25/06/2019;Edelson Martins;edelson@gmail.com;81;Pernambuco;Nordeste;991600000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;26/06/2019;Anayse Martins;anayse@gmail.com;32;Minas Gerais;Sudeste;988100000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;26/06/2019;L°gia Martins;ligia@gmail.com;15;S∆o Paulo;Sudeste;981200000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;26/06/2019;Luanda Martins;luanda@yahoo.com.br;11;S∆o Paulo;Sudeste;969400000
